E,mean,gt_to_sim_mean,sim_to_gt_mean,gt_to_sim_rmse,sim_to_gt_rmse,gt_to_sim_max,sim_to_gt_max,num_gt,num_sim,screenshot
34300000.0,0.0036764334724636886,0.004202589296729799,0.0031502776481975784,0.004361506903116444,0.003260526362444078,0.008770338244341256,0.00675498262116194,1218,375,results_fitE_flying_carpet\fb_surface_E_3.43e+07.png
34400000.0,0.0037012700272436748,0.004225407079844537,0.003177132974642813,0.004383766474350743,0.00328796287141899,0.008770278236967584,0.0067556047320310566,1218,375,results_fitE_flying_carpet\fb_surface_E_3.44e+07.png
34500000.0,0.003726141044085562,0.004248307001986279,0.0032039750861848453,0.004406202303990862,0.0033154989486411926,0.008770218455780715,0.006756223524671125,1218,375,results_fitE_flying_carpet\fb_surface_E_3.45e+07.png
34600000.0,0.0037510407166738606,0.0042712809490405455,0.0032308004843071753,0.004428805897653851,0.0033431301813103024,0.008770158899988953,0.006756839025170777,1218,375,results_fitE_flying_carpet\fb_surface_E_3.46e+07.png
34700000.0,0.0037759685415533766,0.004294321217482087,0.003257615865624666,0.004451569012216442,0.0033708651469977,0.008770099568787658,0.006757451259336964,1218,375,results_fitE_flying_carpet\fb_surface_E_3.47e+07.png
34800000.0,0.0038009243805613305,0.004317420499175518,0.003284428261947142,0.0044744836570821105,0.00339871237784595,0.008770040461376678,0.006758060252760305,1218,375,results_fitE_flying_carpet\fb_surface_E_3.48e+07.png
34900000.0,0.0038258749045684375,0.004340571853973782,0.0033111779551630925,0.004497542081834148,0.003426604686071564,0.008769981576944644,0.006758666030701581,1218,375,results_fitE_flying_carpet\fb_surface_E_3.49e+07.png
35000000.0,0.003850833998763999,0.004363768693147809,0.0033378993043801895,0.004520736773298256,0.003454570645678958,0.008769922914690706,0.006759268618188766,1218,375,results_fitE_flying_carpet\fb_surface_E_3.50e+07.png
35100000.0,0.003875790553707251,0.004387004763565545,0.0033645763438489573,0.004544060452343031,0.003482594580473591,0.008769864473795777,0.006759868039979759,1218,375,results_fitE_flying_carpet\fb_surface_E_3.51e+07.png
35200000.0,0.0039007355650952976,0.004410274132974139,0.0033911969972164565,0.004567506070717049,0.0035106591314870233,0.008769806253448208,0.006760464320729273,1218,375,results_fitE_flying_carpet\fb_surface_E_3.52e+07.png
35300000.0,0.003925661586674577,0.004433571162310282,0.0034177520110388725,0.004591066794098615,0.003538742434449745,0.00879521167451032,0.0067610574845952225,1218,375,results_fitE_flying_carpet\fb_surface_E_3.53e+07.png
